,Latitude,Longitude,Dec 25
127,42.88,-77.03,0.0
128,42.21,-79.25,0.0
130,42.6,-78.64,0.0
131,43.12,-74.42,2.0
134,42.32,-75.77,0.0
136,42.41,-74.01,1.0
138,42.59,-76.37,1.0
142,44.61,-74.97,2.5
143,42.66,-75.05,0.5
144,42.86,-74.72,1.6
146,41.71,-73.97,0.5
147,43.61,-75.55,6.0
148,42.26,-73.54,1.0
152,42.79,-77.51,0.0
155,41.61,-73.76,0.5
156,42.35,-77.7,0.0
157,41.88,-74.06,1.0
158,43.01,-75.05,2.0
159,43.75,-74.28,5.0
160,40.79,-73.1,0.0
165,42.11,-79.16,0.0
166,40.64,-73.76,0.0
167,42.96,-78.87,0.0
168,42.13,-79.07,0.0
171,41.68,-73.72,0.5
172,40.78,-73.88,0.0
175,44.3,-73.98,5.0
176,43.45,-74.45,4.0
177,42.73,-78.92,0.0
178,43.37,-78.28,0.0
180,42.97,-77.97,0.0
182,42.25,-78.81,0.0
185,43.18,-78.68,0.0
186,43.15,-78.65,0.0
187,43.19,-78.61,0.0
190,43.99,-74.42,3.0
191,43.79,-75.48,4.0
195,44.84,-74.31,2.0
198,42.53,-74.92,0.5
199,40.99,-72.51,0.0
200,42.25,-79.5,0.0
201,42.44,-76.76,0.0
202,43.22,-78.4,0.0
203,43.22,-78.4,0.0
204,43.44,-76.27,1.0
205,42.65,-77.27,0.0
207,41.75,-73.65,0.5
211,40.93,-73.02,0.0
215,43.06,-75.29,0.5
217,43.29,-78.71,0.0
218,42.3,-76.61,0.0
219,43.09,-78.97,0.0
223,42.85,-73.9,0.0
225,43.66,-73.9,4.0
226,43.06,-78.86,0.0
227,43.06,-78.86,0.0
229,40.92,-73.33,0.0
232,42.51,-75.52,1.0
233,42.53,-75.63,1.5
235,42.68,-73.82,1.0
236,40.78,-73.97,0.0
238,42.07,-78.45,0.0
240,43.08,-75.67,0.5
241,41.13,-72.26,0.0
242,43.45,-76.54,0.0
243,42.15,-77.09,0.0
245,43.08,-77.25,0.0
246,42.87,-77.99,0.0
248,43.1,-78.71,0.0
251,42.07,-74.34,1.0
252,41.59,-74.36,0.5
253,43.03,-77.49,0.0
254,44.69,-73.46,2.0
256,43.37,-75.54,3.0
257,40.92,-73.07,0.0
258,41.39,-74.69,0.0
259,41.36,-74.64,1.0
264,43.57,-76.12,0.0
269,42.01,-73.86,0.7
270,43.64,-75.88,4.0
271,41.98,-73.91,1.0
272,40.9,-72.86,0.0
273,40.9,-72.85,0.0
274,40.93,-72.67,0.0
275,40.96,-72.72,0.0
278,41.59,-74.61,1.0
281,42.39,-78.25,0.0
283,43.16,-74.81,3.0
284,43.17,-78.82,0.0
285,44.64,-73.74,4.0
286,44.41,-74.15,4.0
287,43.06,-73.78,2.0
288,42.67,-74.3,0.0
292,43.03,-77.76,0.0
293,42.68,-75.51,0.0
295,42.54,-79.17,0.0
296,42.53,-79.16,0.0
297,42.71,-78.09,0.0
299,42.39,-76.72,0.0
302,42.06,-77.05,0.0
307,42.55,-78.58,0.0
308,43.0,-78.05,0.0
312,40.82,-73.49,0.0
313,43.11,-76.1,1.2
316,43.01,-78.83,0.0
317,42.76,-73.65,1.0
318,42.75,-73.69,0.0
320,44.23,-74.44,0.0
321,40.87,-72.86,0.0
322,42.46,-73.67,1.0
326,41.54,-74.19,0.5
327,42.74,-78.59,0.0
329,42.18,-75.15,1.0
331,40.67,-73.51,0.0
332,41.59,-73.89,0.0
334,42.74,-78.21,0.0
335,42.69,-78.22,0.0
338,43.24,-77.39,0.0
340,42.12,-77.95,0.0
341,42.14,-77.91,0.0
344,43.97,-75.62,2.5
348,42.81,-78.71,0.0
349,43.16,-75.46,1.0
351,42.06,-77.76,0.0
353,42.34,-75.97,0.0
356,42.01,-75.51,1.0
359,42.82,-78.15,0.0
0,40.92,-81.44,0.0
1,39.25,-82.27,0.0
2,40.12,-82.63,0.0
3,39.02,-84.22,0.0
4,40.83,-82.38,0.0
5,39.32,-82.1,0.0
8,41.12,-81.01,0.0
9,39.55,-81.63,0.0
12,40.15,-84.46,0.0
14,41.25,-81.81,0.0
16,40.81,-82.97,0.0
17,40.81,-82.98,0.0
20,40.29,-82.65,0.0
22,41.59,-81.19,0.0
24,39.15,-84.68,0.0
26,39.38,-83.08,0.0
27,39.11,-84.64,0.0
28,39.21,-84.55,0.0
32,41.41,-81.85,0.0
33,40.03,-83.03,0.0
35,40.24,-81.87,0.0
36,41.16,-81.5,0.0
37,40.44,-82.3,0.0
38,39.91,-84.22,0.0
39,41.28,-84.38,0.0
41,40.41,-81.34,0.0
42,40.55,-81.56,0.0
43,40.13,-83.07,0.0
45,41.5,-84.77,0.0
46,41.49,-83.21,0.0
47,41.38,-82.1,0.0
52,39.55,-84.32,0.0
54,38.82,-82.18,0.0
58,39.85,-83.06,0.0
61,39.67,-80.87,0.0
65,39.08,-82.71,0.0
67,39.99,-82.88,0.0
69,41.2,-81.34,0.0
71,40.0,-82.6,0.0
72,41.47,-81.81,0.0
73,39.42,-84.15,0.0
74,40.2,-82.98,0.0
77,40.72,-84.13,0.0
79,39.9,-83.51,0.0
81,39.29,-84.22,0.0
83,38.88,-83.0,0.0
88,40.82,-82.52,0.0
90,39.41,-81.43,0.0
92,40.19,-83.27,0.0
95,41.68,-81.3,0.0
96,41.46,-81.07,0.0
97,40.54,-81.92,0.0
104,40.51,-82.76,0.0
106,41.39,-84.14,0.0
107,41.38,-84.15,0.0
108,41.46,-84.15,0.0
109,39.5,-82.24,0.0
111,39.93,-84.03,0.0
112,39.74,-84.4,0.0
113,39.73,-82.22,0.0
115,40.09,-82.41,0.0
116,39.39,-81.22,0.0
117,41.2,-80.97,0.0
119,41.28,-82.22,0.0
120,41.63,-83.44,0.0
121,41.03,-84.05,0.0
122,40.95,-83.96,0.0
123,41.37,-81.7,0.0
124,41.41,-81.74,0.0
125,41.12,-84.59,0.0
126,41.54,-83.65,0.0
127,39.96,-84.49,0.0
128,38.76,-82.89,0.0
131,41.14,-81.28,0.0
132,40.35,-83.48,0.0
133,38.79,-82.98,0.0
134,39.82,-82.07,0.0
136,39.07,-82.29,0.0
138,41.39,-81.67,0.0
140,40.89,-82.66,0.0
142,40.14,-83.93,0.0
143,41.13,-81.45,0.0
145,41.3,-81.82,0.0
146,40.2,-82.77,0.0
147,41.67,-83.84,0.0
148,41.11,-81.42,0.0
149,41.06,-83.11,0.0
150,39.96,-84.17,0.0
151,41.59,-83.81,0.0
155,40.85,-84.58,0.0
158,41.32,-82.38,0.0
159,41.2,-80.81,0.0
160,41.52,-84.15,0.0
161,39.11,-82.98,0.0
163,40.13,-82.94,0.0
167,41.45,-81.93,0.0
168,39.42,-83.82,0.0
169,41.62,-81.45,0.0
173,39.43,-83.78,0.0
176,39.66,-83.98,0.0
178,41.25,-80.67,0.0
0,34.22,-95.61,0.0
1,34.16,-95.54,0.0
2,36.76,-96.01,0.0
3,34.38,-94.9,0.0
4,36.1,-95.81,0.0
5,35.36,-99.2,0.0
6,34.5,-97.96,0.0
7,35.75,-97.47,0.0
9,34.35,-98.99,0.0
10,36.3,-99.77,0.0
11,36.85,-100.06,0.0
12,35.85,-97.41,0.0
13,34.63,-99.14,0.0
14,36.54,-98.27,0.0
15,34.99,-99.05,0.0
16,36.86,-101.22,0.0
17,33.93,-94.83,0.0
20,34.56,-98.42,0.0
21,34.09,-96.77,0.0
23,35.78,-95.33,0.0
24,36.23,-99.17,0.0
25,35.08,-97.38,0.0
27,35.24,-97.49,0.0
29,35.73,-97.97,0.0
30,35.51,-97.54,0.0
31,35.54,-97.65,0.0
32,35.39,-97.6,0.0
33,36.27,-95.81,0.0
35,36.74,-97.1,0.0
36,36.39,-95.06,0.0
37,36.16,-97.09,0.0
38,36.2,-95.88,0.0
39,36.35,-94.82,0.0
41,35.52,-98.7,0.0
0,44.61,-123.09,0.0
2,44.6,-123.08,0.0
9,44.4,-123.75,0.0
10,42.2,-121.73,4.0
16,42.21,-122.71,2.0
17,42.2,-122.7,1.4
19,42.18,-122.7,3.0
20,42.19,-122.72,2.8
22,42.18,-122.68,3.1
27,43.15,-124.4,0.0
33,44.29,-122.04,14.0
37,44.06,-121.27,1.0
38,44.07,-121.36,1.5
40,44.14,-121.34,0.8
41,44.12,-121.21,0.0
42,44.64,-123.58,0.4
45,45.64,-121.95,0.0
48,42.07,-124.21,0.0
52,42.94,-123.28,0.0
53,45.68,-121.87,0.0
55,42.49,-122.95,3.5
61,43.38,-124.24,0.0
64,43.18,-124.19,0.0
65,45.45,-123.01,0.0
70,44.55,-123.26,0.0
71,44.59,-123.23,0.0
72,44.53,-123.26,0.0
81,44.63,-123.19,0.0
82,44.51,-123.46,2.0
84,43.79,-123.03,0.0
86,44.13,-122.24,0.0
88,42.9,-122.13,47.0
91,44.95,-123.29,0.0
96,44.72,-122.25,0.0
97,43.92,-122.82,0.0
99,45.46,-123.11,0.0
100,43.78,-122.96,0.0
102,42.38,-122.76,1.0
103,45.71,-117.91,11.0
104,43.64,-123.58,0.0
106,45.27,-122.32,0.0
120,44.13,-123.22,0.0
121,44.05,-123.37,0.0
122,42.33,-118.66,1.0
124,44.0,-124.09,0.0
125,44.0,-124.11,0.0
127,45.52,-123.1,0.0
129,44.41,-122.67,0.0
133,42.43,-123.05,2.0
134,42.51,-123.09,10.5
135,45.09,-123.67,0.2
136,42.42,-123.32,0.0
138,42.47,-123.43,1.5
139,42.36,-123.29,0.2
140,42.45,-123.51,3.0
143,44.88,-117.11,5.0
144,45.45,-122.56,0.0
145,45.43,-122.5,0.0
147,45.31,-123.35,1.0
148,45.45,-122.15,0.0
149,45.37,-119.56,0.0
154,43.53,-119.19,2.0
155,44.35,-122.78,0.0
156,43.93,-124.11,0.0
157,45.7,-121.53,0.0
159,45.57,-121.55,15.0
161,42.23,-122.38,21.0
164,42.31,-122.98,2.5
165,42.17,-122.99,2.0
166,42.28,-123.14,5.5
167,44.42,-118.96,0.0
170,44.24,-123.35,0.5
173,42.2,-121.73,4.0
174,42.21,-121.71,3.0
179,43.54,-121.49,5.5
180,44.62,-122.72,0.0
182,45.39,-122.73,0.0
183,44.1,-122.69,0.0
184,44.53,-122.9,0.0
185,44.52,-122.92,0.0
187,44.54,-122.81,0.0
190,43.36,-122.22,31.0
192,43.91,-122.76,0.0
195,45.46,-117.39,5.0
196,45.52,-117.37,4.0
200,44.76,-122.62,1.5
201,44.75,-122.61,4.0
202,44.6,-121.13,0.0
205,44.04,-123.86,0.0
206,44.61,-121.95,23.0
207,44.18,-122.16,0.5
214,42.27,-122.88,2.0
215,42.26,-122.87,2.1
216,42.26,-122.92,3.0
221,45.04,-122.6,0.1
222,45.18,-122.51,1.0
223,44.76,-123.23,0.0
225,44.33,-123.41,0.5
229,45.35,-121.95,3.0
230,43.01,-123.28,0.0
231,45.5,-122.84,0.0
233,44.62,-124.05,0.0
234,44.68,-124.06,0.0
237,45.73,-123.05,2.7
239,43.43,-123.39,1.0
240,43.75,-122.46,0.5
241,43.74,-122.44,0.0
242,43.55,-121.96,34.0
243,45.36,-122.6,0.0
245,43.65,-117.25,0.0
246,44.12,-119.85,0.5
247,45.67,-118.81,0.0
248,45.62,-118.79,0.0
250,45.7,-118.83,0.0
251,45.66,-118.8,0.0
252,45.69,-118.85,0.0
255,44.49,-123.41,0.5
256,44.63,-123.43,0.7
259,42.74,-124.4,0.0
260,45.54,-122.64,0.0
270,45.55,-122.52,0.0
271,45.6,-122.61,0.0
272,45.52,-122.69,0.0
273,45.56,-122.54,0.0
275,44.3,-120.84,0.0
279,42.73,-122.52,2.0
283,45.48,-122.77,0.0
287,42.95,-123.36,0.0
288,42.45,-123.17,0.5
289,42.49,-123.19,3.5
290,42.52,-123.16,4.0
293,42.22,-123.05,0.0
294,44.94,-123.02,0.0
296,44.94,-123.07,0.0
298,44.87,-123.04,0.0
304,44.62,-122.77,0.0
306,45.99,-123.92,0.0
307,42.29,-123.62,0.5
311,44.87,-122.65,0.0
312,45.01,-122.77,0.0
313,44.31,-121.58,3.5
328,44.84,-122.68,0.1
338,45.12,-122.07,0.0
339,45.39,-123.8,0.0
341,45.43,-123.76,0.0
343,43.28,-122.45,2.0
345,45.55,-122.39,0.0
346,45.51,-122.31,0.0
348,45.2,-117.86,0.0
349,45.88,-123.29,1.8
350,45.87,-123.19,0.0
352,45.54,-117.56,10.5
354,45.37,-122.65,0.0
355,43.68,-121.69,6.0
361,44.33,-124.1,0.0
362,44.31,-124.11,0.0
0,39.92,-76.99,0.0
1,40.54,-79.82,0.0
3,40.65,-75.45,0.0
4,40.42,-78.42,0.0
5,41.49,-75.56,0.0
6,40.49,-79.9,0.0
7,40.76,-80.31,0.0
8,40.92,-77.69,0.0
9,40.28,-78.89,0.0
11,39.93,-77.25,0.0
12,40.38,-76.03,0.0
15,40.39,-79.86,0.0
16,41.9,-78.71,0.0
17,40.34,-80.12,0.0
18,40.02,-75.33,0.0
21,40.77,-79.8,0.0
22,41.19,-75.24,0.0
23,41.65,-76.85,0.0
25,40.23,-77.19,0.0
26,39.88,-77.35,0.0
28,41.93,-79.3,0.0
29,40.15,-79.9,0.0
32,40.0,-75.8,0.0
36,40.07,-75.32,0.0
39,41.76,-78.04,0.0
40,41.74,-77.97,0.0
41,41.74,-77.12,0.0
43,40.41,-76.91,0.0
44,40.13,-79.41,0.0
48,40.11,-79.86,0.0
49,41.35,-75.77,0.0
52,40.47,-78.73,0.0
53,41.47,-78.24,0.0
54,40.5,-80.09,0.0
55,40.31,-76.94,0.0
56,42.06,-80.15,0.0
57,42.08,-80.18,0.0
59,39.98,-78.41,0.0
60,40.01,-75.6,0.0
63,40.44,-75.79,0.0
64,40.42,-75.74,0.0
65,40.72,-79.51,0.0
66,40.15,-75.2,0.0
67,41.29,-75.87,0.0
68,40.72,-80.07,0.0
70,41.4,-79.83,0.0
71,41.37,-79.85,0.0
73,40.64,-79.95,0.0
75,39.83,-78.83,0.0
77,40.55,-80.21,0.0
78,40.97,-78.59,0.0
80,39.78,-79.92,0.0
81,39.79,-77.73,0.0
82,40.57,-75.99,0.0
83,39.79,-77.04,0.0
88,40.04,-79.26,0.0
89,40.52,-78.02,0.0
91,40.6,-79.12,0.0
96,41.68,-78.8,0.0
98,41.07,-75.63,1.0
99,40.05,-76.27,0.0
100,40.21,-75.32,0.0
101,41.42,-76.49,0.0
103,40.17,-79.14,0.0
104,40.33,-76.44,0.0
105,40.33,-76.47,0.0
107,40.95,-76.88,0.0
108,40.59,-77.57,0.0
113,40.46,-79.45,0.0
118,40.28,-80.09,0.0
120,40.2,-76.77,0.0
121,41.42,-74.91,1.0
122,40.25,-76.0,0.0
123,40.65,-80.39,0.0
124,40.53,-80.22,0.0
128,40.05,-76.69,0.0
129,41.14,-76.77,0.0
130,40.41,-79.72,0.0
131,40.61,-79.72,0.0
132,40.15,-74.95,0.0
133,40.38,-79.07,0.0
134,40.08,-76.07,0.0
135,41.86,-75.71,0.0
136,40.18,-75.92,0.0
137,40.2,-79.63,0.0
138,42.22,-79.86,0.0
144,40.36,-75.52,0.0
145,40.38,-75.28,0.0
146,39.96,-75.14,0.0
147,39.87,-75.23,0.0
148,40.87,-78.22,0.0
151,40.48,-80.21,0.0
152,40.87,-77.75,0.0
153,41.74,-75.45,1.0
154,39.73,-79.91,0.0
156,40.79,-78.01,0.0
157,40.94,-75.14,1.0
160,40.92,-79.28,0.0
161,39.96,-78.56,0.0
162,40.32,-75.99,0.0
164,41.33,-77.74,0.0
166,41.42,-78.75,0.0
168,41.81,-78.14,0.0
169,39.93,-76.39,0.0
170,40.51,-79.55,0.0
171,40.75,-79.71,0.0
174,40.68,-79.67,0.0
175,40.68,-75.59,0.0
178,40.82,-76.91,0.0
179,40.36,-75.31,0.0
180,40.3,-75.96,0.0
181,40.06,-77.52,0.0
182,41.06,-80.06,0.0
184,40.0,-79.08,0.0
185,40.34,-80.12,0.0
186,40.83,-77.56,0.0
187,41.82,-80.42,0.0
188,40.57,-75.28,0.0
189,41.41,-78.53,0.0
190,40.79,-77.87,0.0
191,40.81,-77.82,0.0
192,40.82,-77.9,0.0
193,41.4,-78.02,0.0
201,41.48,-79.44,0.0
203,41.63,-79.69,0.0
204,40.66,-78.22,0.0
205,41.9,-79.86,0.0
207,39.9,-80.17,0.0
208,41.7,-77.39,0.0
213,40.47,-78.2,0.0
214,41.26,-77.01,0.0
215,41.24,-76.92,0.0
216,40.04,-78.52,0.0
0,41.74,-71.34,1.5
1,41.16,-71.57,0.0
2,41.71,-71.29,1.2
6,41.7,-71.59,0.0
7,41.71,-71.55,2.0
8,41.67,-71.56,2.0
11,41.66,-71.42,1.5
12,41.69,-71.72,1.5
13,41.89,-71.56,1.0
14,41.95,-71.67,0.4
16,41.49,-71.37,0.3
19,41.57,-71.47,1.0
21,41.53,-71.19,0.5
23,41.49,-71.45,0.5
24,41.95,-71.55,0.5
25,41.96,-71.54,0.5
26,41.57,-71.25,0.5
27,41.72,-71.43,2.0
31,41.56,-71.64,1.0
32,41.64,-71.21,1.5
33,41.6,-71.17,1.0
34,41.45,-71.49,0.5
35,41.48,-71.46,1.0
36,41.38,-71.82,0.5
37,41.4,-71.82,1.0
0,33.55,-81.7,0.0
1,34.53,-82.66,0.0
2,34.29,-82.53,0.0
3,33.29,-81.03,0.0
4,33.25,-81.24,0.0
6,35.11,-82.63,0.0
7,34.09,-82.59,0.0
8,34.86,-80.91,0.0
10,32.79,-79.94,0.0
11,32.9,-80.04,0.0
12,35.11,-81.97,0.0
13,34.68,-81.2,0.0
15,34.66,-82.82,0.0
16,34.47,-81.88,0.0
18,33.94,-81.12,0.0
21,34.67,-82.23,0.0
24,33.58,-81.79,0.0
25,34.87,-82.49,0.0
26,34.25,-82.03,0.0
27,34.91,-82.21,0.0
29,32.25,-80.74,0.0
30,33.32,-80.42,0.0
31,35.05,-82.14,0.0
32,33.28,-79.7,0.0
33,34.99,-83.07,0.0
34,33.78,-81.85,0.0
35,34.5,-82.02,0.0
36,34.2,-81.41,0.0
37,34.77,-83.25,0.0
38,34.25,-80.67,0.0
39,33.91,-82.29,0.0
41,33.76,-78.93,0.0
42,33.79,-78.96,0.0
43,33.49,-80.87,0.0
44,33.77,-81.26,0.0
45,34.88,-82.72,0.0
47,33.99,-81.77,0.0
48,34.61,-82.73,0.0
49,34.63,-81.52,0.0
50,34.85,-81.37,0.0
51,34.91,-81.91,0.0
52,33.04,-80.23,0.0
54,35.02,-82.69,0.0
55,34.61,-81.67,0.0
56,34.75,-83.08,0.0
57,34.4,-82.25,0.0
58,34.94,-81.04,0.0
59,32.7,-80.85,0.0
60,34.92,-81.2,0.0
1,45.45,-98.51,1.0
5,43.49,-99.06,0.0
7,45.41,-97.91,3.0
9,44.53,-96.52,0.0
11,44.99,-103.93,0.0
12,45.53,-102.46,0.0
14,45.45,-99.65,1.0
16,43.55,-97.5,0.0
17,45.79,-97.75,5.0
18,45.92,-97.93,7.0
26,43.31,-96.59,0.0
28,43.74,-99.31,0.0
30,44.88,-97.73,1.0
32,43.96,-101.86,0.0
33,43.77,-103.61,1.0
36,44.38,-97.55,0.0
39,44.9,-98.1,0.0
41,44.87,-101.47,0.0
42,43.31,-103.82,1.0
44,43.62,-103.92,1.0
46,44.32,-102.47,0.0
49,44.92,-102.76,1.0
50,45.03,-99.12,0.0
56,45.4,-101.81,1.0
58,43.59,-99.71,0.0
61,44.66,-97.23,0.0
63,45.92,-98.29,8.0
69,44.51,-99.44,0.0
70,43.93,-103.56,2.0
73,43.44,-103.47,0.0
74,43.44,-103.56,0.5
75,44.01,-97.53,0.0
76,44.38,-98.22,0.0
78,43.75,-101.94,0.0
81,45.6,-101.35,0.0
84,45.84,-101.87,2.0
86,44.61,-101.34,0.0
87,43.44,-102.14,0.0
88,45.77,-103.88,2.0
90,44.35,-103.74,1.0
92,45.94,-102.16,2.0
93,43.99,-97.09,0.0
95,43.17,-101.57,1.0
97,45.84,-101.28,1.0
98,43.24,-97.57,0.0
100,45.23,-96.62,1.0
101,44.52,-101.62,0.0
102,44.52,-98.98,0.0
104,43.11,-100.61,0.0
105,44.73,-100.8,0.0
106,43.72,-98.02,0.0
110,45.57,-100.45,1.0
111,45.55,-100.41,1.2
112,43.71,-97.19,0.0
114,43.89,-100.71,0.0
115,44.71,-103.43,4.0
116,44.44,-100.42,0.0
120,44.06,-103.48,1.0
122,43.02,-98.56,0.0
126,44.38,-100.29,0.0
127,44.52,-102.22,0.0
129,45.9,-100.29,2.0
131,44.07,-103.24,5.0
132,44.09,-103.3,0.5
136,44.12,-103.28,0.0
137,44.09,-103.37,0.5
139,44.13,-103.41,0.5
141,44.97,-97.15,1.0
144,45.71,-97.45,2.0
146,45.51,-100.04,1.0
147,43.53,-96.67,1.0
154,43.59,-96.73,0.0
155,45.67,-97.04,3.0
156,45.69,-96.83,3.0
157,45.66,-97.12,3.0
158,45.67,-96.99,2.0
159,44.5,-103.87,1.0
160,44.49,-103.85,1.5
164,45.43,-101.08,1.0
166,42.99,-97.87,0.0
168,42.76,-96.92,0.0
169,44.92,-97.12,0.5
171,44.91,-97.12,1.0
172,44.9,-97.15,1.2
177,45.68,-98.53,1.0
185,43.37,-99.84,0.0
188,42.88,-97.36,0.0
1,35.43,-84.58,0.0
2,36.46,-86.32,0.0
4,35.99,-86.78,0.0
5,36.48,-82.4,0.0
6,35.59,-89.26,0.0
7,36.05,-88.08,0.0
8,36.25,-85.94,0.0
11,35.83,-87.42,0.0
12,35.03,-85.2,0.0
14,35.22,-84.79,0.0
15,35.47,-85.0,0.0
16,35.64,-84.67,0.0
17,36.35,-82.25,0.0
18,36.14,-82.43,0.0
19,35.13,-86.54,0.0
21,35.69,-83.54,0.0
22,35.08,-89.74,0.0
23,36.24,-86.57,0.0
25,36.11,-82.84,0.0
26,36.15,-86.57,0.0
30,36.52,-82.53,0.0
31,35.86,-84.53,0.0
32,35.82,-83.99,0.0
33,35.9,-83.96,0.0
34,35.79,-84.26,0.0
35,35.01,-85.34,0.0
36,35.3,-86.36,0.0
37,36.34,-88.86,0.0
38,36.23,-83.82,0.0
39,35.63,-85.64,0.0
40,35.06,-89.99,0.0
41,35.13,-89.8,0.0
43,35.22,-85.84,0.0
45,36.21,-83.33,0.0
46,36.17,-83.4,0.0
48,35.65,-83.44,0.0
49,36.11,-86.68,0.0
50,36.11,-86.69,0.0
51,36.55,-84.17,0.0
52,35.61,-83.43,0.0
53,35.98,-83.2,0.0
54,36.21,-84.06,0.0
55,36.0,-84.22,0.0
56,36.3,-86.66,0.0
57,36.25,-86.56,0.0
58,36.5,-84.53,0.0
59,35.6,-85.19,0.0
60,35.55,-85.33,0.0
62,35.18,-87.04,0.0
64,36.16,-82.1,0.0
65,35.84,-84.69,0.0
66,36.42,-82.98,0.0
67,35.93,-83.6,0.0
68,35.2,-85.92,0.0
70,35.98,-85.55,0.0
71,35.91,-85.48,0.0
72,35.68,-84.85,0.0
73,36.47,-83.56,0.0
74,35.37,-84.3,0.0
75,35.6,-83.78,0.0
76,35.35,-86.21,0.0
77,36.45,-86.65,0.0
78,35.29,-85.47,0.0
79,35.16,-86.03,0.0
0,33.83,-101.84,0.0
1,32.43,-99.63,0.0
2,32.41,-99.68,0.0
3,35.35,-102.65,0.0
4,32.7,-99.3,0.0
5,27.74,-98.03,0.0
6,35.61,-100.1,0.0
7,30.37,-103.78,0.0
9,29.46,-101.03,0.0
10,29.12,-95.46,0.0
11,32.77,-99.89,0.0
12,26.83,-97.71,0.0
13,33.15,-100.23,0.0
14,33.12,-94.17,0.0
16,30.18,-97.68,0.0
17,30.41,-97.77,0.0
18,30.32,-97.76,0.0
19,33.62,-94.81,0.0
20,31.74,-99.98,0.0
22,28.98,-95.97,0.0
23,29.91,-94.99,0.0
26,28.46,-97.71,0.0
27,30.03,-96.22,0.0
28,27.6,-98.42,0.0
29,32.37,-101.42,0.0
30,32.27,-101.49,0.0
32,36.45,-100.54,0.0
33,35.53,-102.26,0.0
34,31.14,-99.35,0.0
35,35.62,-103.01,0.0
36,30.16,-96.4,0.0
38,33.19,-102.27,0.0
39,25.91,-97.42,0.0
40,31.72,-99.01,0.0
41,29.76,-98.44,0.0
42,32.0,-99.23,0.0
43,35.19,-102.08,0.0
44,27.66,-97.4,0.0
45,28.47,-98.35,0.0
46,36.02,-100.42,0.0
47,34.98,-101.93,0.0
50,32.16,-94.34,0.0
51,29.13,-103.51,0.0
52,31.82,-94.25,0.0
54,34.44,-100.22,0.0
55,34.43,-100.28,0.0
56,29.27,-103.3,0.0
57,28.47,-98.25,0.0
58,31.17,-100.52,0.0
59,28.72,-97.17,0.0
60,30.59,-96.36,0.0
62,36.24,-102.24,0.0
63,30.33,-95.48,0.0
64,30.36,-95.42,0.0
65,27.77,-97.51,0.0
66,27.78,-97.51,0.0
67,28.46,-99.22,0.0
68,31.41,-102.36,0.0
69,31.67,-102.41,0.0
70,31.31,-95.45,0.0
71,33.65,-101.25,0.0
72,28.6,-98.55,0.0
73,33.99,-99.73,0.0
74,32.9,-97.02,0.0
76,32.84,-96.84,0.0
77,29.38,-100.93,0.0
78,32.96,-102.82,0.0
79,32.71,-94.79,0.0
80,29.46,-95.04,0.0
81,34.59,-102.31,0.0
84,35.87,-101.97,0.0
85,33.81,-100.52,0.0
87,31.22,-99.85,0.0
88,26.3,-98.16,0.0
89,29.2,-96.27,0.0
90,31.81,-106.38,0.0
91,30.87,-100.6,0.0
92,27.14,-98.12,0.0
93,29.97,-98.27,0.0
94,34.23,-100.96,0.0
95,34.27,-100.93,0.0
97,33.98,-101.33,0.0
98,33.88,-101.25,0.0
99,36.43,-100.14,0.0
101,31.18,-105.74,0.0
102,30.56,-102.37,0.0
104,28.98,-95.38,0.0
105,34.64,-102.72,0.0
106,33.19,-96.79,0.0
107,30.83,-100.11,0.0
108,32.83,-97.3,0.0
109,30.91,-102.92,0.0
110,32.77,-101.45,0.0
111,29.27,-94.86,0.0
112,36.01,-100.27,0.0
113,31.89,-99.63,0.0
114,36.26,-101.41,0.0
115,33.63,-100.34,0.0
116,32.45,-94.6,0.0
117,34.79,-101.9,0.0
118,26.23,-97.66,0.0
119,30.31,-99.2,0.0
120,34.37,-102.12,0.0
121,33.16,-99.74,0.0
122,32.58,-95.2,0.0
124,36.12,-100.02,0.0
125,31.85,-99.56,0.0
126,29.52,-95.24,0.0
127,30.07,-95.56,0.0
128,29.98,-95.36,0.0
130,29.62,-95.66,0.0
131,29.65,-95.28,0.0
132,29.7,-95.43,0.0
133,30.71,-95.54,0.0
134,30.74,-95.59,0.0
135,31.96,-95.27,0.0
136,33.25,-100.57,0.0
137,32.77,-94.36,0.0
139,35.19,-100.93,0.0
141,30.45,-99.8,0.0
142,30.51,-99.77,0.0
143,29.8,-95.82,0.0
144,31.02,-104.11,0.0
146,27.53,-97.85,0.0
148,26.12,-97.31,0.0
149,33.06,-101.05,0.0
150,32.82,-95.53,0.0
151,27.57,-99.5,0.0
152,27.53,-99.47,0.0
153,33.04,-96.44,0.0
154,32.08,-101.48,0.0
155,33.55,-102.38,0.0
156,32.54,-95.38,0.0
157,36.24,-100.27,0.0
158,33.87,-102.26,0.0
159,32.47,-94.72,0.0
160,32.52,-94.72,0.0
161,32.35,-94.65,0.0
162,32.39,-94.71,0.0
163,28.45,-99.07,0.0
164,33.5,-101.92,0.0
165,33.69,-101.82,0.0
167,33.53,-101.88,0.0
168,31.34,-94.73,0.0
169,31.24,-94.75,0.0
171,30.19,-103.27,0.0
172,32.49,-94.33,0.0
173,30.75,-99.23,0.0
174,30.75,-99.24,0.0
175,34.03,-100.81,0.0
176,28.04,-97.87,0.0
177,33.33,-94.34,0.0
178,26.19,-98.25,0.0
179,26.18,-98.24,0.0
181,34.73,-100.54,0.0
182,31.44,-100.88,0.0
